x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.7412325739860535,0.9470213651657104,-1.3311709778918157e-07,0.6831440329551697,0.9148370027542114,0.014477591030299664,0.6493682265281677,0.8781128525733948,0.008352885022759438,0.6199673414230347,0.8554316759109497,-0.006798795890063047,0.5987356305122375,0.8297739028930664,-0.023392250761389732,0.7024649977684021,0.7553619146347046,0.014433899894356728,0.6764122843742371,0.6851016283035278,0.00967024639248848,0.665959894657135,0.6592178344726562,0.006186563987284899,0.6555519700050354,0.633220911026001,0.0023959751706570387,0.7162681221961975,0.7579873204231262,-0.00483208941295743,0.6571553349494934,0.7022705674171448,-0.012441498227417469,0.6285417079925537,0.7117303013801575,-0.015222826041281223,0.6202518939971924,0.7219129800796509,-0.018374616280198097,0.7198123335838318,0.7785444259643555,-0.024478603154420853,0.6524251699447632,0.7405791878700256,-0.03755773603916168,0.6204804182052612,0.789528489112854,-0.03576737269759178,0.6167507767677307,0.8309311270713806,-0.032641924917697906,0.7128980159759521,0.81083744764328,-0.04305756092071533,0.6608334183692932,0.7769237756729126,-0.05172990262508392,0.6378986835479736,0.8067532777786255,-0.047741036862134933,0.6359375715255737,0.8411431312561035,-0.04335009306669235,3
0.7624961137771606,0.9813976883888245,-2.5367643274876173e-07,0.7017471790313721,0.943763792514801,0.012353764846920967,0.6623070240020752,0.8960204720497131,0.007147952448576689,0.62960284948349,0.8752560019493103,-0.006636064033955336,0.6038092970848083,0.8467868566513062,-0.021530624479055405,0.710355818271637,0.7836520075798035,0.01115888636559248,0.6849491000175476,0.7087059020996094,-0.0006420939462259412,0.666955828666687,0.6662460565567017,-0.00986939575523138,0.6520493626594543,0.6300088167190552,-0.017504774034023285,0.7229034304618835,0.7894539833068848,-0.00969662144780159,0.6546608805656433,0.7400925159454346,-0.029657447710633278,0.6196948885917664,0.7809641361236572,-0.03597571328282356,0.6128415465354919,0.8188315629959106,-0.03672155365347862,0.7269462943077087,0.8088679909706116,-0.031151730567216873,0.6617854833602905,0.7556798458099365,-0.0486043281853199,0.6282989978790283,0.7958465814590454,-0.04333832859992981,0.6224486231803894,0.8342437744140625,-0.03600991889834404,0.7232493162155151,0.8380560278892517,-0.05247235670685768,0.6757670640945435,0.785712718963623,-0.06488239020109177,0.6491443514823914,0.8073734641075134,-0.05927487462759018,0.6422054171562195,0.8423906564712524,-0.051826111972332,3
0.7642481923103333,0.9783006906509399,-2.2192443793755956e-07,0.7051156163215637,0.9418436884880066,0.01722763292491436,0.6651214957237244,0.8941469192504883,0.01499622780829668,0.6313145756721497,0.8718754053115845,0.003679200541228056,0.6016475558280945,0.8478150367736816,-0.008871128782629967,0.7094027996063232,0.7832000851631165,0.017355600371956825,0.6834440231323242,0.7059878706932068,0.009957465343177319,0.6635448932647705,0.6664331555366516,0.004037461709231138,0.6472536325454712,0.6328540444374084,-0.0019000029424205422,0.7235143184661865,0.7868624925613403,-0.004182571545243263,0.6510009169578552,0.7390874028205872,-0.019125478342175484,0.6158705353736877,0.7822297215461731,-0.02344517968595028,0.6111648678779602,0.8199411034584045,-0.024231653660535812,0.7279962301254272,0.8057566285133362,-0.025840966030955315,0.6594598293304443,0.7518229484558105,-0.039974018931388855,0.6283210515975952,0.7949646711349487,-0.033701904118061066,0.6269516944885254,0.8322159647941589,-0.02691195160150528,0.7232338190078735,0.8337467312812805,-0.046812716871500015,0.6709039211273193,0.783681333065033,-0.05702749639749527,0.6457425355911255,0.8086696267127991,-0.0511542372405529,0.6436665654182434,0.8429847359657288,-0.04439403861761093,3
0.7645716071128845,0.9787063002586365,-2.1267746319608705e-07,0.7055339813232422,0.9423335790634155,0.016190119087696075,0.6644652485847473,0.8948808312416077,0.01414068229496479,0.6312816143035889,0.8727241158485413,0.0028372493106871843,0.6038886308670044,0.8473279476165771,-0.009436381049454212,0.7078277468681335,0.7844352126121521,0.018511179834604263,0.6838514804840088,0.7051491141319275,0.010716372169554234,0.6635108590126038,0.6656907200813293,0.004721443634480238,0.6469562649726868,0.632655143737793,-0.0010955675970762968,0.7206634283065796,0.788224458694458,-0.002836494939401746,0.6521767377853394,0.7379023432731628,-0.019529983401298523,0.6166472434997559,0.7812472581863403,-0.024836329743266106,0.6118589043617249,0.8197533488273621,-0.025484144687652588,0.7253361344337463,0.8059288859367371,-0.024580609053373337,0.6605070233345032,0.7506915330886841,-0.03985591232776642,0.6290721893310547,0.7936826348304749,-0.034600161015987396,0.6274173855781555,0.8314705491065979,-0.027898920699954033,0.721966028213501,0.8324813842773438,-0.04580700024962425,0.6720882654190063,0.7822712659835815,-0.056306034326553345,0.647158682346344,0.8084065318107605,-0.050781119614839554,0.645516037940979,0.8438095450401306,-0.04402955621480942,3
0.7646187543869019,0.9788838028907776,-2.0810631440326688e-07,0.7042378783226013,0.9424282908439636,0.016212098300457,0.6637086272239685,0.8952492475509644,0.013574536889791489,0.6303433775901794,0.8728153109550476,0.0018661057110875845,0.6025424003601074,0.8466473817825317,-0.010880889371037483,0.7100691795349121,0.7840143442153931,0.01669708639383316,0.6844600439071655,0.7051645517349243,0.008977311663329601,0.6647936701774597,0.6664775013923645,0.0029985541477799416,0.6483108401298523,0.6344091296195984,-0.002686325227841735,0.7234829664230347,0.78734290599823,-0.004033838398754597,0.652380645275116,0.7393187880516052,-0.020091550424695015,0.6166921854019165,0.781550407409668,-0.025646992027759552,0.610961377620697,0.8206540942192078,-0.02698175609111786,0.7275450229644775,0.8052575588226318,-0.024911900982260704,0.6600666046142578,0.7520750164985657,-0.03958848863840103,0.628866970539093,0.7942408919334412,-0.03505914285778999,0.6267793774604797,0.8329800963401794,-0.02920609712600708,0.7225013375282288,0.8319021463394165,-0.04511699825525284,0.6717143654823303,0.7823079228401184,-0.055501487106084824,0.6467279195785522,0.8070816397666931,-0.05058710649609566,0.6439261436462402,0.843101441860199,-0.04436894506216049,3
0.7647808194160461,0.9785909652709961,-2.2037684743736463e-07,0.7044480443000793,0.9419869184494019,0.018357766792178154,0.6632475852966309,0.8936383724212646,0.01698857545852661,0.6299024820327759,0.8713974952697754,0.006111883092671633,0.602569043636322,0.8456206321716309,-0.0059277573600411415,0.709120512008667,0.7827013731002808,0.019582044333219528,0.6848153471946716,0.7037897109985352,0.01247409451752901,0.6645976305007935,0.6646641492843628,0.006801002658903599,0.6475510001182556,0.6332504749298096,0.0012892497470602393,0.7223036289215088,0.7864566445350647,-0.0024084977339953184,0.652862548828125,0.7365776300430298,-0.017308834940195084,0.6165608167648315,0.7776781320571899,-0.022171271964907646,0.6104474663734436,0.8165388703346252,-0.023101894184947014,0.7269971370697021,0.8047803044319153,-0.024560239166021347,0.6607511639595032,0.7512665390968323,-0.03836727887392044,0.6290562152862549,0.7923969626426697,-0.03342042490839958,0.6266928315162659,0.8297522068023682,-0.027466410771012306,0.7231292724609375,0.8318431377410889,-0.04594416171312332,0.6720544099807739,0.7831944823265076,-0.0554383359849453,0.6466200947761536,0.8077389001846313,-0.05003638193011284,0.6437851190567017,0.8427313566207886,-0.043684300035238266,3
0.7657577991485596,0.9783008694648743,-2.1172029107674462e-07,0.706383228302002,0.9426526427268982,0.013269714079797268,0.6642336845397949,0.8946050405502319,0.0092465840280056,0.6306178569793701,0.8714823126792908,-0.002971826819702983,0.6037706136703491,0.8439464569091797,-0.015989676117897034,0.7126036882400513,0.7838590145111084,0.01111078541725874,0.6860612630844116,0.703533411026001,0.001955226995050907,0.6660847067832947,0.6647346615791321,-0.005069001577794552,0.6493222117424011,0.6324224472045898,-0.011482173576951027,0.7258351445198059,0.788295328617096,-0.008356600068509579,0.654887855052948,0.7383476495742798,-0.02578352577984333,0.6180194616317749,0.7789492607116699,-0.032274916768074036,0.6110774874687195,0.817042350769043,-0.034450750797986984,0.7299870848655701,0.8072431087493896,-0.027947034686803818,0.6635534763336182,0.7515319585800171,-0.04360273852944374,0.6306165456771851,0.7913438081741333,-0.04011603072285652,0.6269840002059937,0.8288365006446838,-0.03512829542160034,0.7253172993659973,0.8344310522079468,-0.04698221758008003,0.675224781036377,0.7823906540870667,-0.058313243091106415,0.6493040323257446,0.8059686422348022,-0.05424634739756584,0.6455232501029968,0.8415687680244446,-0.048736996948719025,3
0.7650319337844849,0.9781848192214966,-2.1956573448278505e-07,0.7062806487083435,0.941440224647522,0.014700118452310562,0.6641959547996521,0.8930599093437195,0.011785670183598995,0.6303657293319702,0.8697333931922913,-7.056944741634652e-05,0.6029475331306458,0.8429214954376221,-0.012742897495627403,0.7094302177429199,0.7828139066696167,0.016000207513570786,0.6851428747177124,0.7026019096374512,0.00712253013625741,0.6646411418914795,0.6628750562667847,0.0006296825595200062,0.6480666399002075,0.6298578977584839,-0.005417292471975088,0.7229055166244507,0.7873983383178711,-0.004861379507929087,0.6547496914863586,0.7358487844467163,-0.022731395438313484,0.6184735298156738,0.7785894274711609,-0.02820678986608982,0.6129674911499023,0.8170564770698547,-0.02884136326611042,0.7279849052429199,0.8057664632797241,-0.026257220655679703,0.663616418838501,0.7499591112136841,-0.0428006611764431,0.6318010091781616,0.7921249270439148,-0.03794284164905548,0.6299096345901489,0.8294257521629333,-0.03127608448266983,0.7250645160675049,0.8323554992675781,-0.047179512679576874,0.6758149862289429,0.780606210231781,-0.05874229967594147,0.6498934030532837,0.8060105443000793,-0.053826574236154556,0.6470568180084229,0.8410784602165222,-0.047409456223249435,3
0.7674478888511658,0.9788239598274231,-2.1040850128883903e-07,0.7065845727920532,0.9418680667877197,0.016170093789696693,0.6653900146484375,0.8932226896286011,0.014130505733191967,0.6318662166595459,0.8700132369995117,0.002796601038426161,0.6032927632331848,0.8435782790184021,-0.009646398015320301,0.7118040323257446,0.7821921110153198,0.01891486346721649,0.6871049404144287,0.7044850587844849,0.011746800504624844,0.6669672727584839,0.6649124026298523,0.005630213301628828,0.6504648923873901,0.6315797567367554,-0.0005616270937025547,0.7253445982933044,0.785314679145813,-0.0023158208932727575,0.6556885838508606,0.7382254600524902,-0.018139362335205078,0.6178996562957764,0.7782837748527527,-0.02469339221715927,0.6103535890579224,0.815761923789978,-0.027022160589694977,0.7295470237731934,0.8030539155006409,-0.023842673748731613,0.6638830304145813,0.7490363121032715,-0.03899678215384483,0.6304062604904175,0.7892640233039856,-0.03578362241387367,0.6263079047203064,0.8272272348403931,-0.030943000689148903,0.7245393395423889,0.8297708034515381,-0.044737838208675385,0.6740091443061829,0.780102014541626,-0.05560866743326187,0.6486365795135498,0.8046115040779114,-0.05137418955564499,0.6455459594726562,0.8409267067909241,-0.04579681530594826,3
0.765378475189209,0.9784016013145447,-2.1694475549338677e-07,0.7042253613471985,0.9410094618797302,0.017618905752897263,0.6627689599990845,0.893271267414093,0.016561362892389297,0.6301348805427551,0.8707401156425476,0.0057012783363461494,0.6041783094406128,0.8445362448692322,-0.006189340725541115,0.708503246307373,0.7815727591514587,0.02192608080804348,0.6853768229484558,0.703275203704834,0.01477324590086937,0.6657416224479675,0.6632947325706482,0.009038951247930527,0.6493017673492432,0.6297059059143066,0.003265606239438057,0.7218449115753174,0.7855565547943115,-0.00023885865812189877,0.6532601714134216,0.7367578744888306,-0.01715049147605896,0.6186404824256897,0.7809919118881226,-0.022505737841129303,0.6143529415130615,0.8204293847084045,-0.022880811244249344,0.7269595861434937,0.8037411570549011,-0.02288450486958027,0.6626511216163635,0.7503984570503235,-0.0386967696249485,0.6315123438835144,0.7937079071998596,-0.033687375485897064,0.6296131014823914,0.8320178985595703,-0.026764679700136185,0.7240477204322815,0.8305715918540955,-0.044925544410943985,0.6759008765220642,0.7806978225708008,-0.05599293112754822,0.6494884490966797,0.8058925271034241,-0.05096310377120972,0.6453739404678345,0.840790331363678,-0.04434244707226753,3
